Tarih,TP_IYA_CNDU2_S01_X
2015-06-01,628.0
2015-07-01,622.0
2015-08-01,615.0
2015-09-01,629.0
2015-10-01,618.0
2015-11-01,616.0
2015-12-01,628.0
2016-01-01,595.0
2016-02-01,602.0
2016-03-01,607.0
2016-04-01,601.0
2016-05-01,602.0
2016-06-01,598.0
2016-07-01,593.0
2016-08-01,596.0
2016-09-01,593.0
2016-10-01,592.0
2016-11-01,595.0
2016-12-01,599.0
2017-01-01,592.0
2017-02-01,589.0
2017-03-01,590.0
2017-04-01,565.0
2017-05-01,578.0
2017-06-01,578.0
2017-07-01,578.0
2017-08-01,570.0
2017-09-01,573.0
2017-10-01,577.0
2017-11-01,578.0
2017-12-01,571.0
2018-01-01,570.0
2018-02-01,575.0
2018-03-01,578.0
2018-04-01,575.0
2018-05-01,581.0
2018-06-01,566.0
2018-07-01,567.0
2018-08-01,557.0
2018-09-01,564.0
2018-10-01,572.0
2018-11-01,572.0
2018-12-01,572.0
2019-01-01,464.0
2019-02-01,459.0
2019-03-01,450.0
2019-04-01,449.0
2019-05-01,446.0
2019-06-01,453.0
2019-07-01,452.0
2019-08-01,458.0
2019-09-01,458.0
2019-10-01,463.0
2019-11-01,452.0
2019-12-01,452.0
2020-01-01,453.0
2020-02-01,456.0
2020-03-01,455.0
2020-04-01,431.0
2020-05-01,436.0
2020-06-01,436.0
2020-07-01,437.0
2020-08-01,445.0
2020-09-01,432.0
2020-10-01,434.0
2020-11-01,437.0
2020-12-01,441.0
2021-01-01,437.0
2021-02-01,443.0
2021-03-01,451.0
2021-04-01,447.0
2021-05-01,439.0
2021-06-01,444.0
2021-07-01,424.0
2021-08-01,445.0
2021-09-01,447.0
2021-10-01,443.0
2021-11-01,434.0
2021-12-01,448.0
2022-01-01,434.0
2022-02-01,430.0
2022-03-01,444.0
2022-04-01,435.0
2022-05-01,451.0
2022-06-01,457.0
2022-07-01,444.0
2022-08-01,450.0
2022-09-01,454.0
2022-10-01,445.0
2022-11-01,442.0
2022-12-01,447.0
2023-01-01,450.0
2023-02-01,430.0
2023-03-01,440.0
2023-04-01,440.0
2023-05-01,461.0
2023-06-01,463.0
2023-07-01,467.0
2023-08-01,463.0
2023-09-01,467.0
2023-10-01,454.0
2023-11-01,466.0
2023-12-01,457.0
2024-01-01,459.0
2024-02-01,456.0
2024-03-01,457.0
2024-04-01,454.0
2024-05-01,470.0
2024-06-01,462.0
2024-07-01,471.0
2024-08-01,465.0
2024-09-01,460.0
2024-10-01,478.0
2024-11-01,463.0
2024-12-01,463.0
2025-01-01,456.0
2025-02-01,458.0
2025-03-01,450.0
2025-04-01,451.0
2025-05-01,462.0
2025-06-01,465.0
2025-07-01,463.0
2025-08-01,456.0
2025-09-01,458.0
