Tarih,TP_IYA_CONS2_S05_X
2015-06-01,712.0
2015-07-01,700.0
2015-08-01,695.0
2015-09-01,713.0
2015-10-01,697.0
2015-11-01,697.0
2015-12-01,705.0
2016-01-01,672.0
2016-02-01,676.0
2016-03-01,682.0
2016-04-01,683.0
2016-05-01,680.0
2016-06-01,673.0
2016-07-01,661.0
2016-08-01,670.0
2016-09-01,671.0
2016-10-01,666.0
2016-11-01,674.0
2016-12-01,679.0
2017-01-01,667.0
2017-02-01,666.0
2017-03-01,667.0
2017-04-01,639.0
2017-05-01,659.0
2017-06-01,652.0
2017-07-01,656.0
2017-08-01,647.0
2017-09-01,653.0
2017-10-01,655.0
2017-11-01,653.0
2017-12-01,657.0
2018-01-01,648.0
2018-02-01,653.0
2018-03-01,659.0
2018-04-01,645.0
2018-05-01,666.0
2018-06-01,644.0
2018-07-01,634.0
2018-08-01,630.0
2018-09-01,641.0
2018-10-01,642.0
2018-11-01,643.0
2018-12-01,645.0
2019-01-01,535.0
2019-02-01,529.0
2019-03-01,517.0
2019-04-01,513.0
2019-05-01,513.0
2019-06-01,519.0
2019-07-01,518.0
2019-08-01,538.0
2019-09-01,536.0
2019-10-01,532.0
2019-11-01,525.0
2019-12-01,530.0
2020-01-01,524.0
2020-02-01,531.0
2020-03-01,531.0
2020-04-01,487.0
2020-05-01,498.0
2020-06-01,492.0
2020-07-01,499.0
2020-08-01,506.0
2020-09-01,505.0
2020-10-01,500.0
2020-11-01,504.0
2020-12-01,507.0
2021-01-01,503.0
2021-02-01,511.0
2021-03-01,519.0
2021-04-01,510.0
2021-05-01,509.0
2021-06-01,506.0
2021-07-01,496.0
2021-08-01,514.0
2021-09-01,515.0
2021-10-01,515.0
2021-11-01,508.0
2021-12-01,512.0
2022-01-01,507.0
2022-02-01,498.0
2022-03-01,508.0
2022-04-01,505.0
2022-05-01,521.0
2022-06-01,523.0
2022-07-01,507.0
2022-08-01,514.0
2022-09-01,525.0
2022-10-01,509.0
2022-11-01,506.0
2022-12-01,513.0
2023-01-01,514.0
2023-02-01,496.0
2023-03-01,500.0
2023-04-01,503.0
2023-05-01,523.0
2023-06-01,536.0
2023-07-01,526.0
2023-08-01,524.0
2023-09-01,537.0
2023-10-01,529.0
2023-11-01,532.0
2023-12-01,523.0
2024-01-01,526.0
2024-02-01,513.0
2024-03-01,518.0
2024-04-01,514.0
2024-05-01,538.0
2024-06-01,531.0
2024-07-01,547.0
2024-08-01,540.0
2024-09-01,541.0
2024-10-01,553.0
2024-11-01,534.0
2024-12-01,539.0
2025-01-01,533.0
2025-02-01,531.0
2025-03-01,518.0
2025-04-01,516.0
2025-05-01,534.0
2025-06-01,541.0
2025-07-01,532.0
2025-08-01,534.0
2025-09-01,539.0
