Tarih,TP_KALVADBG_K9
2016-09-01,327.0
2016-10-01,360.0
2016-11-01,351.0
2016-12-01,348.0
2017-01-01,349.0
2017-02-01,343.0
2017-03-01,347.0
2017-04-01,352.0
2017-05-01,280.0
2017-06-01,286.0
2017-07-01,289.0
2017-08-01,295.0
2017-09-01,290.0
2017-10-01,288.0
2017-11-01,293.0
2017-12-01,187.0
2018-01-01,189.0
2018-02-01,191.0
2018-03-01,105.0
2018-04-01,76.0
2018-05-01,74.0
2018-06-01,75.0
2018-07-01,75.0
2018-08-01,75.0
2018-09-01,75.0
2018-10-01,52.0
2018-11-01,52.0
2018-12-01,53.0
2019-01-01,53.0
2019-02-01,53.0
2019-03-01,53.0
2019-04-01,60.0
2019-05-01,60.0
2019-06-01,98.0
2019-07-01,96.0
2019-08-01,96.0
2019-09-01,95.0
2019-10-01,97.0
2019-11-01,97.0
2019-12-01,133.0
2020-01-01,133.0
2020-02-01,133.0
2020-03-01,134.0
2020-04-01,133.0
2020-05-01,134.0
2020-06-01,149.0
2020-07-01,152.0
2020-08-01,165.0
2020-09-01,157.0
2020-10-01,157.0
2020-11-01,159.0
2020-12-01,163.0
2021-01-01,164.0
2021-02-01,179.0
2021-03-01,170.0
2021-04-01,169.0
2021-05-01,164.0
2021-06-01,179.0
2021-07-01,184.0
2021-08-01,184.0
2021-09-01,202.0
2021-10-01,198.0
2021-11-01,253.0
2021-12-01,264.0
2022-01-01,258.0
2022-02-01,260.0
2022-03-01,278.0
2022-04-01,290.0
2022-05-01,291.0
2022-06-01,467.0
2022-07-01,457.0
2022-08-01,451.0
2022-09-01,831.0
2022-10-01,855.0
2022-11-01,877.0
2022-12-01,860.0
2023-01-01,262.0
2023-02-01,418.0
2023-03-01,425.0
2023-04-01,429.0
2023-05-01,422.0
2023-06-01,390.0
2023-07-01,667.0
2023-08-01,226.0
2023-09-01,224.0
2023-10-01,226.0
2023-11-01,265.0
2023-12-01,290.0
2024-01-01,288.0
2024-02-01,287.0
2024-03-01,289.0
2024-04-01,265.0
2024-05-01,283.0
2024-06-01,1272.0
2024-07-01,1285.0
2024-08-01,1313.0
2024-09-01,1320.0
2024-10-01,1272.0
2024-11-01,1282.0
2024-12-01,1268.0
2025-01-01,1275.0
2025-02-01,1256.0
2025-03-01,1311.0
2025-04-01,1384.0
2025-05-01,1400.0
2025-06-01,356.0
2025-07-01,336.0
2025-08-01,337.0
